order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
260,220,Complete,F,2020-09-07 02:07:00+00:00,,2020-09-09 11:36:00+00:00,2020-09-12 15:21:00+00:00,1
266,223,Complete,F,2024-09-05 09:44:00+00:00,,2024-09-06 20:59:00+00:00,2024-09-07 12:33:00+00:00,1
268,223,Complete,F,2023-07-10 09:44:00+00:00,,2023-07-12 17:58:00+00:00,2023-07-13 18:02:00+00:00,1
276,229,Complete,F,2025-04-05 00:26:00+00:00,,2025-04-05 05:15:00+00:00,2025-04-06 02:53:00+00:00,1
279,231,Complete,F,2023-12-24 16:55:00+00:00,,2023-12-26 11:40:00+00:00,2023-12-31 10:22:00+00:00,1
289,238,Complete,F,2024-10-07 05:55:00+00:00,,2024-10-07 21:22:00+00:00,2024-10-12 16:08:00+00:00,1
290,239,Complete,F,2023-11-26 11:22:00+00:00,,2023-11-27 10:20:00+00:00,2023-11-29 09:57:00+00:00,2
291,239,Complete,F,2024-08-22 11:22:00+00:00,,2024-08-23 03:36:00+00:00,2024-08-24 18:50:00+00:00,1
329,273,Complete,F,2022-11-09 17:38:00+00:00,,2022-11-09 20:58:00+00:00,2022-11-13 13:35:00+00:00,2
333,277,Complete,F,2024-10-01 09:16:00+00:00,,2024-10-01 21:03:00+00:00,2024-10-06 15:41:00+00:00,1
335,278,Complete,F,2025-03-25 09:08:00+00:00,,2025-03-25 20:21:00+00:00,2025-03-26 13:58:00+00:00,1
346,284,Complete,F,2021-03-13 13:21:00+00:00,,2021-03-15 09:37:00+00:00,2021-03-18 18:07:00+00:00,1
347,285,Complete,F,2025-02-23 17:27:00+00:00,,2025-02-26 01:54:00+00:00,2025-02-27 06:34:00+00:00,1
350,287,Complete,F,2025-04-23 13:28:00+00:00,,2025-04-24 19:36:00+00:00,2025-04-26 12:15:00+00:00,1
361,302,Complete,F,2025-01-14 00:23:00+00:00,,2025-01-14 02:19:00+00:00,2025-01-15 11:05:00+00:00,1
363,302,Complete,F,2025-05-18 00:23:00+00:00,,2025-05-20 00:11:00+00:00,2025-05-20 06:17:00+00:00,2
375,310,Complete,F,2021-06-28 06:18:00+00:00,,2021-06-29 14:54:00+00:00,2021-07-01 05:49:00+00:00,1
380,314,Complete,F,2022-11-14 11:55:00+00:00,,2022-11-14 21:33:00+00:00,2022-11-16 16:19:00+00:00,1
393,322,Complete,F,2025-03-05 01:24:00+00:00,,2025-03-07 21:50:00+00:00,2025-03-09 10:54:00+00:00,1
394,323,Complete,F,2022-01-30 09:35:00+00:00,,2022-01-31 16:19:00+00:00,2022-01-31 19:41:00+00:00,1
416,339,Complete,F,2024-09-04 18:36:00+00:00,,2024-09-06 18:55:00+00:00,2024-09-10 15:23:00+00:00,1
431,349,Complete,F,2024-11-09 00:40:00+00:00,,2024-11-11 02:31:00+00:00,2024-11-11 12:03:00+00:00,1
454,369,Complete,F,2025-04-05 06:34:00+00:00,,2025-04-05 17:21:00+00:00,2025-04-07 09:42:00+00:00,1
477,382,Complete,F,2025-03-15 02:15:00+00:00,,2025-03-16 00:34:00+00:00,2025-03-18 05:39:00+00:00,1
484,386,Complete,F,2023-01-08 02:10:00+00:00,,2023-01-08 05:52:00+00:00,2023-01-10 07:24:00+00:00,2
488,389,Complete,F,2024-08-07 04:41:00+00:00,,2024-08-09 18:08:00+00:00,2024-08-14 07:12:00+00:00,1
489,390,Complete,F,2024-11-12 04:19:00+00:00,,2024-11-13 18:50:00+00:00,2024-11-15 11:52:00+00:00,1
503,404,Complete,F,2024-05-31 18:07:00+00:00,,2024-06-02 03:53:00+00:00,2024-06-03 19:07:00+00:00,3
505,406,Complete,F,2025-05-24 00:29:00+00:00,,2025-05-25 05:39:00+00:00,2025-05-26 07:58:00+00:00,1
525,427,Complete,F,2019-10-23 01:13:00+00:00,,2019-10-23 05:02:00+00:00,2019-10-27 04:48:00+00:00,1
527,427,Complete,F,2021-07-18 01:13:00+00:00,,2021-07-19 21:50:00+00:00,2021-07-21 06:34:00+00:00,1
533,430,Complete,F,2024-01-20 10:26:00+00:00,,2024-01-22 09:33:00+00:00,2024-01-22 10:10:00+00:00,4
549,449,Complete,F,2020-11-16 02:24:00+00:00,,2020-11-16 19:17:00+00:00,2020-11-21 07:38:00+00:00,1
558,457,Complete,F,2023-01-05 07:10:00+00:00,,2023-01-05 19:49:00+00:00,2023-01-06 04:15:00+00:00,1
567,465,Complete,F,2025-03-19 18:26:00+00:00,,2025-03-20 03:23:00+00:00,2025-03-23 05:18:00+00:00,1
569,466,Complete,F,2025-05-16 07:43:00+00:00,,2025-05-18 22:00:00+00:00,2025-05-18 22:48:00+00:00,1
572,467,Complete,F,2022-12-15 05:56:00+00:00,,2022-12-16 04:23:00+00:00,2022-12-17 17:19:00+00:00,1
586,478,Complete,F,2024-11-01 18:42:00+00:00,,2024-11-02 13:53:00+00:00,2024-11-04 04:01:00+00:00,1
587,478,Complete,F,2025-02-05 18:42:00+00:00,,2025-02-07 07:51:00+00:00,2025-02-09 21:15:00+00:00,1
595,484,Complete,F,2025-04-21 09:10:00+00:00,,2025-04-24 04:22:00+00:00,2025-04-27 10:57:00+00:00,1
620,498,Complete,F,2023-06-20 04:53:00+00:00,,2023-06-21 02:29:00+00:00,2023-06-21 10:35:00+00:00,1
631,507,Complete,F,2025-04-20 04:11:00+00:00,,2025-04-21 09:19:00+00:00,2025-04-25 16:26:00+00:00,1
635,508,Complete,F,2020-11-29 16:04:00+00:00,,2020-11-29 19:58:00+00:00,2020-12-04 03:48:00+00:00,1
637,511,Complete,F,2025-01-16 09:44:00+00:00,,2025-01-16 21:39:00+00:00,2025-01-18 03:14:00+00:00,2
643,515,Complete,F,2022-08-14 01:56:00+00:00,,2022-08-16 03:06:00+00:00,2022-08-19 08:48:00+00:00,1
645,515,Complete,F,2024-11-23 01:56:00+00:00,,2024-11-24 05:40:00+00:00,2024-11-27 21:34:00+00:00,1
646,515,Complete,F,2024-12-27 01:56:00+00:00,,2024-12-27 13:06:00+00:00,2024-12-29 20:17:00+00:00,1
655,521,Complete,F,2025-05-24 18:59:00+00:00,,2025-05-25 00:31:00+00:00,2025-05-27 15:15:00+00:00,1
656,522,Complete,F,2024-10-01 16:11:00+00:00,,2024-10-02 20:27:00+00:00,2024-10-06 22:35:00+00:00,4
659,525,Complete,F,2025-02-12 09:39:00+00:00,,2025-02-13 18:27:00+00:00,2025-02-14 03:00:00+00:00,1
666,530,Complete,F,2025-01-13 16:37:00+00:00,,2025-01-14 09:57:00+00:00,2025-01-17 01:57:00+00:00,1
671,532,Complete,F,2023-06-30 08:45:00+00:00,,2023-07-02 15:04:00+00:00,2023-07-05 00:18:00+00:00,1
680,539,Complete,F,2025-05-11 08:00:00+00:00,,2025-05-13 19:56:00+00:00,2025-05-14 13:03:00+00:00,1
706,558,Complete,F,2024-12-27 12:12:00+00:00,,2024-12-30 01:22:00+00:00,2025-01-01 05:53:00+00:00,1
730,573,Complete,F,2024-09-23 10:42:00+00:00,,2024-09-25 11:15:00+00:00,2024-09-26 16:51:00+00:00,1
763,607,Complete,F,2025-05-03 10:52:00+00:00,,2025-05-05 08:34:00+00:00,2025-05-08 20:28:00+00:00,4
773,614,Complete,F,2024-09-07 03:16:00+00:00,,2024-09-08 00:06:00+00:00,2024-09-09 20:32:00+00:00,4
782,621,Complete,F,2024-01-29 04:46:00+00:00,,2024-01-29 08:55:00+00:00,2024-02-03 05:55:00+00:00,2
786,625,Complete,F,2023-08-16 00:56:00+00:00,,2023-08-18 14:25:00+00:00,2023-08-22 23:48:00+00:00,1
810,637,Complete,F,2022-12-20 14:43:00+00:00,,2022-12-23 01:47:00+00:00,2022-12-26 15:36:00+00:00,1
827,648,Complete,F,2023-04-05 17:45:00+00:00,,2023-04-07 18:32:00+00:00,2023-04-12 06:14:00+00:00,1
829,650,Complete,F,2022-04-23 10:36:00+00:00,,2022-04-24 18:57:00+00:00,2022-04-27 05:25:00+00:00,1
841,661,Complete,F,2022-12-09 18:41:00+00:00,,2022-12-11 14:47:00+00:00,2022-12-12 20:51:00+00:00,1
852,675,Complete,F,2020-11-19 03:38:00+00:00,,2020-11-19 23:13:00+00:00,2020-11-22 00:38:00+00:00,2
858,678,Complete,F,2021-03-27 09:44:00+00:00,,2021-03-29 18:54:00+00:00,2021-04-01 07:05:00+00:00,2
869,686,Complete,F,2024-06-09 10:21:00+00:00,,2024-06-10 02:49:00+00:00,2024-06-12 10:46:00+00:00,1
871,687,Complete,F,2023-02-21 14:42:00+00:00,,2023-02-23 21:42:00+00:00,2023-02-26 06:07:00+00:00,1
875,691,Complete,F,2023-02-19 07:32:00+00:00,,2023-02-21 05:41:00+00:00,2023-02-24 10:51:00+00:00,2
878,691,Complete,F,2024-06-04 07:32:00+00:00,,2024-06-06 22:48:00+00:00,2024-06-08 06:09:00+00:00,1
879,692,Complete,F,2019-10-13 08:32:00+00:00,,2019-10-15 01:01:00+00:00,2019-10-18 11:10:00+00:00,2
880,693,Complete,F,2023-08-04 06:09:00+00:00,,2023-08-05 14:14:00+00:00,2023-08-05 18:17:00+00:00,2
886,695,Complete,F,2024-09-16 14:19:00+00:00,,2024-09-17 07:52:00+00:00,2024-09-20 03:00:00+00:00,1
904,711,Complete,F,2025-04-18 02:35:00+00:00,,2025-04-20 13:17:00+00:00,2025-04-21 13:39:00+00:00,1
905,712,Complete,F,2024-03-11 06:13:00+00:00,,2024-03-12 12:50:00+00:00,2024-03-16 09:25:00+00:00,1
906,712,Complete,F,2023-10-03 06:13:00+00:00,,2023-10-04 04:02:00+00:00,2023-10-08 03:45:00+00:00,2
908,712,Complete,F,2025-01-30 06:13:00+00:00,,2025-02-01 13:13:00+00:00,2025-02-04 03:42:00+00:00,1
913,714,Complete,F,2020-07-04 08:10:00+00:00,,2020-07-05 09:34:00+00:00,2020-07-08 19:42:00+00:00,2
916,715,Complete,F,2025-02-07 06:20:00+00:00,,2025-02-08 04:43:00+00:00,2025-02-12 20:36:00+00:00,2
923,721,Complete,F,2025-03-13 18:01:00+00:00,,2025-03-14 02:57:00+00:00,2025-03-14 20:51:00+00:00,1
926,723,Complete,F,2023-11-14 06:55:00+00:00,,2023-11-15 11:20:00+00:00,2023-11-15 23:08:00+00:00,1
929,725,Complete,F,2025-05-03 00:46:00+00:00,,2025-05-05 04:43:00+00:00,2025-05-07 03:46:00+00:00,2
943,736,Complete,F,2024-04-01 08:49:00+00:00,,2024-04-01 09:53:00+00:00,2024-04-01 13:11:00+00:00,1
944,736,Complete,F,2024-07-20 08:49:00+00:00,,2024-07-20 13:28:00+00:00,2024-07-24 23:19:00+00:00,1
948,740,Complete,F,2023-07-31 14:17:00+00:00,,2023-08-03 10:58:00+00:00,2023-08-07 10:13:00+00:00,1
964,756,Complete,F,2024-03-15 04:46:00+00:00,,2024-03-17 17:29:00+00:00,2024-03-19 07:21:00+00:00,1
977,767,Complete,F,2024-11-08 08:36:00+00:00,,2024-11-10 14:13:00+00:00,2024-11-14 17:19:00+00:00,1
996,785,Complete,F,2025-04-05 00:44:00+00:00,,2025-04-07 19:09:00+00:00,2025-04-08 08:16:00+00:00,1
997,785,Complete,F,2025-04-21 00:44:00+00:00,,2025-04-24 00:42:00+00:00,2025-04-25 15:30:00+00:00,1
998,785,Complete,F,2025-02-02 00:44:00+00:00,,2025-02-04 01:20:00+00:00,2025-02-07 01:57:00+00:00,3
999,785,Complete,F,2025-03-20 00:44:00+00:00,,2025-03-21 21:37:00+00:00,2025-03-26 14:31:00+00:00,1
1001,788,Complete,F,2025-03-06 13:49:00+00:00,,2025-03-07 14:02:00+00:00,2025-03-09 05:43:00+00:00,1
1002,788,Complete,F,2025-05-06 13:49:00+00:00,,2025-05-06 16:21:00+00:00,2025-05-10 12:48:00+00:00,1
1015,797,Complete,F,2021-11-21 07:36:00+00:00,,2021-11-22 18:29:00+00:00,2021-11-23 00:03:00+00:00,1
1017,798,Complete,F,2024-12-07 13:32:00+00:00,,2024-12-07 16:08:00+00:00,2024-12-11 02:36:00+00:00,1
1040,822,Complete,F,2023-11-09 08:00:00+00:00,,2023-11-10 03:09:00+00:00,2023-11-10 18:07:00+00:00,3
1042,825,Complete,F,2024-09-23 13:28:00+00:00,,2024-09-26 12:51:00+00:00,2024-09-29 08:10:00+00:00,1
1049,828,Complete,F,2025-02-12 09:37:00+00:00,,2025-02-13 14:20:00+00:00,2025-02-14 02:15:00+00:00,1
1050,828,Complete,F,2025-03-09 09:37:00+00:00,,2025-03-12 04:20:00+00:00,2025-03-16 12:32:00+00:00,2
1051,830,Complete,F,2025-01-04 08:07:00+00:00,,2025-01-04 16:31:00+00:00,2025-01-08 15:12:00+00:00,1
1053,831,Complete,F,2023-04-12 08:16:00+00:00,,2023-04-14 20:09:00+00:00,2023-04-18 13:32:00+00:00,1
1064,837,Complete,F,2024-08-08 16:44:00+00:00,,2024-08-11 12:45:00+00:00,2024-08-13 00:59:00+00:00,1
1065,839,Complete,F,2021-08-07 12:37:00+00:00,,2021-08-10 05:33:00+00:00,2021-08-14 10:27:00+00:00,1
1066,840,Complete,F,2024-09-14 17:25:00+00:00,,2024-09-16 10:07:00+00:00,2024-09-17 04:01:00+00:00,1
1085,855,Complete,F,2020-02-25 17:39:00+00:00,,2020-02-27 09:01:00+00:00,2020-02-28 13:01:00+00:00,1
1086,855,Complete,F,2019-12-08 17:39:00+00:00,,2019-12-09 20:38:00+00:00,2019-12-12 04:35:00+00:00,1
1090,858,Complete,F,2022-08-28 00:52:00+00:00,,2022-08-30 17:22:00+00:00,2022-09-01 06:46:00+00:00,1
1092,859,Complete,F,2024-08-28 07:29:00+00:00,,2024-08-30 00:34:00+00:00,2024-08-31 20:05:00+00:00,1
1096,861,Complete,F,2023-04-14 08:24:00+00:00,,2023-04-14 21:58:00+00:00,2023-04-17 15:32:00+00:00,1
1102,868,Complete,F,2021-11-14 18:27:00+00:00,,2021-11-14 23:41:00+00:00,2021-11-15 00:35:00+00:00,1
1105,872,Complete,F,2023-10-22 03:09:00+00:00,,2023-10-24 01:04:00+00:00,2023-10-28 13:04:00+00:00,1
1106,873,Complete,F,2025-02-09 13:26:00+00:00,,2025-02-11 21:15:00+00:00,2025-02-16 08:05:00+00:00,1
1109,877,Complete,F,2023-05-05 01:55:00+00:00,,2023-05-05 07:18:00+00:00,2023-05-09 11:33:00+00:00,1
1112,879,Complete,F,2022-07-14 05:25:00+00:00,,2022-07-17 01:44:00+00:00,2022-07-19 12:33:00+00:00,2
1143,897,Complete,F,2023-08-19 12:51:00+00:00,,2023-08-21 00:46:00+00:00,2023-08-23 23:15:00+00:00,1
1151,902,Complete,F,2025-01-20 16:53:00+00:00,,2025-01-20 23:58:00+00:00,2025-01-22 21:17:00+00:00,1
1167,921,Complete,F,2023-06-19 04:40:00+00:00,,2023-06-19 05:45:00+00:00,2023-06-21 23:40:00+00:00,1
1179,933,Complete,F,2022-12-14 04:52:00+00:00,,2022-12-15 04:57:00+00:00,2022-12-16 06:30:00+00:00,1
1186,937,Complete,F,2023-10-18 14:46:00+00:00,,2023-10-20 13:19:00+00:00,2023-10-20 15:18:00+00:00,1
1187,938,Complete,F,2023-09-23 16:28:00+00:00,,2023-09-23 20:05:00+00:00,2023-09-25 01:57:00+00:00,1
1188,938,Complete,F,2022-11-16 16:28:00+00:00,,2022-11-19 09:35:00+00:00,2022-11-21 04:26:00+00:00,1
1195,942,Complete,F,2021-07-23 06:41:00+00:00,,2021-07-24 23:56:00+00:00,2021-07-28 13:02:00+00:00,1
1197,944,Complete,F,2024-10-05 16:09:00+00:00,,2024-10-06 18:44:00+00:00,2024-10-10 05:44:00+00:00,1
1203,948,Complete,F,2024-09-21 11:51:00+00:00,,2024-09-23 23:00:00+00:00,2024-09-28 00:26:00+00:00,2
1208,952,Complete,F,2023-02-20 04:11:00+00:00,,2023-02-22 20:37:00+00:00,2023-02-23 15:11:00+00:00,1
1209,953,Complete,F,2025-04-17 02:38:00+00:00,,2025-04-18 00:59:00+00:00,2025-04-19 08:17:00+00:00,2
1215,960,Complete,F,2024-02-20 06:45:00+00:00,,2024-02-22 20:29:00+00:00,2024-02-23 17:59:00+00:00,2
1216,960,Complete,F,2024-06-04 06:45:00+00:00,,2024-06-04 12:01:00+00:00,2024-06-05 14:09:00+00:00,1
1222,965,Complete,F,2021-11-17 11:28:00+00:00,,2021-11-19 20:23:00+00:00,2021-11-23 14:24:00+00:00,2
1224,967,Complete,F,2023-06-15 03:28:00+00:00,,2023-06-16 17:05:00+00:00,2023-06-19 07:23:00+00:00,3
1230,972,Complete,F,2022-06-14 15:45:00+00:00,,2022-06-15 11:01:00+00:00,2022-06-16 20:25:00+00:00,1
1244,987,Complete,F,2025-02-20 18:21:00+00:00,,2025-02-22 03:30:00+00:00,2025-02-24 10:04:00+00:00,1
1253,996,Complete,F,2023-12-23 02:27:00+00:00,,2023-12-25 19:11:00+00:00,2023-12-29 12:39:00+00:00,1
1257,1000,Complete,F,2024-11-22 00:11:00+00:00,,2024-11-22 03:55:00+00:00,2024-11-25 04:15:00+00:00,2
1260,1000,Complete,F,2025-05-17 00:11:00+00:00,,2025-05-19 04:42:00+00:00,2025-05-21 06:47:00+00:00,1
1262,1003,Complete,F,2022-04-03 12:32:00+00:00,,2022-04-04 04:59:00+00:00,2022-04-06 00:24:00+00:00,1
1263,1004,Complete,F,2025-05-25 18:09:33.401712+00:00,,2025-05-28 08:50:33.401712+00:00,2025-05-29 09:26:33.401712+00:00,3
1267,1005,Complete,F,2025-01-17 00:44:00+00:00,,2025-01-17 12:25:00+00:00,2025-01-22 01:50:00+00:00,1
1285,1020,Complete,F,2024-03-25 00:31:00+00:00,,2024-03-27 17:52:00+00:00,2024-03-29 18:50:00+00:00,1
1288,1021,Complete,F,2024-08-13 18:48:00+00:00,,2024-08-16 13:25:00+00:00,2024-08-17 23:46:00+00:00,1
1290,1021,Complete,F,2023-10-01 18:48:00+00:00,,2023-10-02 13:56:00+00:00,2023-10-02 14:44:00+00:00,1
1291,1022,Complete,F,2023-04-01 08:04:00+00:00,,2023-04-01 17:43:00+00:00,2023-04-05 17:52:00+00:00,1
1295,1027,Complete,F,2023-02-25 15:14:00+00:00,,2023-02-26 14:27:00+00:00,2023-03-02 19:37:00+00:00,1
1296,1028,Complete,F,2024-08-09 07:49:00+00:00,,2024-08-09 14:00:00+00:00,2024-08-12 14:26:00+00:00,1
1302,1032,Complete,F,2022-06-13 18:52:00+00:00,,2022-06-15 00:44:00+00:00,2022-06-16 00:52:00+00:00,2
1303,1032,Complete,F,2024-07-10 18:52:00+00:00,,2024-07-11 09:11:00+00:00,2024-07-11 23:47:00+00:00,1
1316,1043,Complete,F,2023-04-27 17:39:00+00:00,,2023-04-27 22:09:00+00:00,2023-04-29 23:48:00+00:00,1
1326,1053,Complete,F,2021-12-26 10:18:00+00:00,,2021-12-26 22:04:00+00:00,2021-12-27 03:56:00+00:00,1
1331,1058,Complete,F,2022-03-30 00:16:00+00:00,,2022-03-31 02:55:00+00:00,2022-04-01 02:02:00+00:00,1
1334,1061,Complete,F,2024-07-02 04:21:00+00:00,,2024-07-04 17:09:00+00:00,2024-07-05 12:12:00+00:00,2
1338,1064,Complete,F,2021-04-22 02:52:00+00:00,,2021-04-22 03:19:00+00:00,2021-04-26 15:01:00+00:00,1
1341,1066,Complete,F,2024-01-28 07:20:00+00:00,,2024-01-29 01:38:00+00:00,2024-01-31 22:43:00+00:00,1
1345,1070,Complete,F,2024-10-04 06:13:00+00:00,,2024-10-04 23:34:00+00:00,2024-10-08 02:45:00+00:00,1
1346,1070,Complete,F,2022-07-22 06:13:00+00:00,,2022-07-23 12:32:00+00:00,2022-07-25 18:33:00+00:00,1
1364,1084,Complete,F,2020-12-14 06:06:00+00:00,,2020-12-16 23:42:00+00:00,2020-12-17 08:11:00+00:00,3
1379,1092,Complete,F,2023-06-02 01:29:00+00:00,,2023-06-03 06:40:00+00:00,2023-06-03 13:24:00+00:00,1
1380,1093,Complete,F,2024-12-22 04:34:00+00:00,,2024-12-24 21:03:00+00:00,2024-12-29 18:15:00+00:00,1
1396,1109,Complete,F,2024-04-11 06:09:00+00:00,,2024-04-11 14:34:00+00:00,2024-04-14 04:33:00+00:00,4
1399,1114,Complete,F,2025-02-23 12:00:00+00:00,,2025-02-24 00:28:00+00:00,2025-02-26 19:43:00+00:00,1
1401,1116,Complete,F,2022-10-03 01:31:00+00:00,,2022-10-04 15:06:00+00:00,2022-10-07 01:17:00+00:00,1
1402,1117,Complete,F,2022-10-13 18:00:00+00:00,,2022-10-15 00:15:00+00:00,2022-10-15 16:00:00+00:00,2
1406,1120,Complete,F,2024-12-24 04:57:00+00:00,,2024-12-27 01:29:00+00:00,2024-12-29 03:52:00+00:00,1
1407,1120,Complete,F,2025-01-02 04:57:00+00:00,,2025-01-02 21:08:00+00:00,2025-01-07 13:03:00+00:00,1
1416,1129,Complete,F,2024-08-04 07:27:00+00:00,,2024-08-05 04:16:00+00:00,2024-08-07 09:33:00+00:00,1
1418,1132,Complete,F,2024-11-11 17:24:00+00:00,,2024-11-13 15:36:00+00:00,2024-11-18 04:18:00+00:00,1
1419,1133,Complete,F,2022-03-25 00:47:00+00:00,,2022-03-25 03:27:00+00:00,2022-03-25 12:17:00+00:00,3
1427,1140,Complete,F,2024-07-11 10:52:00+00:00,,2024-07-12 03:05:00+00:00,2024-07-13 11:25:00+00:00,1
1438,1146,Complete,F,2023-02-20 06:42:00+00:00,,2023-02-23 02:58:00+00:00,2023-02-27 00:50:00+00:00,2
1439,1147,Complete,F,2024-12-10 16:33:00+00:00,,2024-12-12 21:38:00+00:00,2024-12-14 00:48:00+00:00,1
1450,1155,Complete,F,2024-03-02 09:45:00+00:00,,2024-03-05 09:03:00+00:00,2024-03-07 21:55:00+00:00,3
1451,1156,Complete,F,2022-07-17 11:56:00+00:00,,2022-07-19 08:28:00+00:00,2022-07-23 15:07:00+00:00,2
1452,1156,Complete,F,2023-06-20 11:56:00+00:00,,2023-06-23 07:25:00+00:00,2023-06-25 23:36:00+00:00,1
1460,1161,Complete,F,2023-07-14 07:17:00+00:00,,2023-07-17 00:01:00+00:00,2023-07-19 09:00:00+00:00,1
1463,1164,Complete,F,2024-10-27 08:02:00+00:00,,2024-10-28 06:24:00+00:00,2024-10-29 23:47:00+00:00,1
1466,1168,Complete,F,2023-12-03 17:08:00+00:00,,2023-12-06 13:13:00+00:00,2023-12-07 00:39:00+00:00,1
1485,1186,Complete,F,2022-06-16 08:45:00+00:00,,2022-06-18 07:27:00+00:00,2022-06-22 12:19:00+00:00,2
1486,1187,Complete,F,2025-03-08 00:38:00+00:00,,2025-03-10 09:43:00+00:00,2025-03-14 01:16:00+00:00,2
1487,1188,Complete,F,2024-08-21 05:22:00+00:00,,2024-08-21 17:25:00+00:00,2024-08-24 21:04:00+00:00,2
1488,1188,Complete,F,2024-09-24 05:22:00+00:00,,2024-09-24 22:52:00+00:00,2024-09-28 00:48:00+00:00,2
1498,1199,Complete,F,2021-08-11 05:24:00+00:00,,2021-08-12 19:27:00+00:00,2021-08-15 20:56:00+00:00,1
1513,1211,Complete,F,2022-12-31 10:57:00+00:00,,2022-12-31 19:22:00+00:00,2023-01-03 09:12:00+00:00,2
1516,1213,Complete,F,2024-09-09 06:25:00+00:00,,2024-09-11 14:48:00+00:00,2024-09-13 06:40:00+00:00,1
1527,1221,Complete,F,2022-05-22 10:37:00+00:00,,2022-05-22 12:14:00+00:00,2022-05-26 13:06:00+00:00,1
1532,1225,Complete,F,2024-06-15 17:11:00+00:00,,2024-06-18 12:18:00+00:00,2024-06-21 23:53:00+00:00,1
1533,1226,Complete,F,2025-02-27 14:39:00+00:00,,2025-02-28 10:18:00+00:00,2025-03-04 17:01:00+00:00,2
1534,1226,Complete,F,2022-01-20 14:39:00+00:00,,2022-01-22 01:52:00+00:00,2022-01-22 23:11:00+00:00,2
1540,1228,Complete,F,2022-07-28 10:01:00+00:00,,2022-07-29 22:38:00+00:00,2022-07-31 16:12:00+00:00,2
1549,1239,Complete,F,2022-12-03 10:19:00+00:00,,2022-12-06 07:29:00+00:00,2022-12-06 18:41:00+00:00,1
1550,1240,Complete,F,2024-11-27 01:09:00+00:00,,2024-11-29 14:37:00+00:00,2024-12-04 10:40:00+00:00,1
1554,1243,Complete,F,2025-04-14 03:29:00+00:00,,2025-04-16 03:38:00+00:00,2025-04-21 02:31:00+00:00,2
