order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item,is_cancelled,delivery_duration_days
644,515,Cancelled,F,2024-12-15 01:56:00,,,,1,True,
650,519,Cancelled,F,2023-03-27 15:38:00,,,,1,True,
654,521,Cancelled,F,2025-04-05 18:59:00,,,,1,True,
670,532,Cancelled,F,2024-01-11 08:45:00,,,,1,True,
674,535,Cancelled,F,2021-03-09 03:05:00,,,,1,True,
707,559,Cancelled,F,2025-01-14 17:42:00,,,,4,True,
709,561,Cancelled,F,2024-07-18 15:07:00,,,,1,True,
732,575,Cancelled,F,2024-08-22 09:08:00,,,,1,True,
737,583,Cancelled,F,2024-11-12 01:51:00,,,,1,True,
740,586,Cancelled,F,2021-10-31 00:58:00,,,,1,True,
753,596,Cancelled,F,2024-11-23 03:55:00,,,,2,True,
754,596,Cancelled,F,2024-10-21 03:55:00,,,,2,True,
759,603,Cancelled,F,2024-09-05 14:15:00,,,,1,True,
761,605,Cancelled,F,2024-10-15 08:17:00,,,,1,True,
772,613,Cancelled,F,,,,,2,True,
779,620,Cancelled,F,2020-08-05 18:37:00,,,,4,True,
783,623,Cancelled,F,2021-05-27 12:08:00,,,,1,True,
784,623,Cancelled,F,2024-05-21 12:08:00,,,,1,True,
788,628,Cancelled,F,2019-10-02 04:47:00,,,,1,True,
789,628,Cancelled,F,2019-10-22 04:47:00,,,,2,True,
799,634,Cancelled,F,2024-02-04 10:13:00,,,,1,True,
808,637,Cancelled,F,2024-01-09 14:43:00,,,,1,True,
836,656,Cancelled,F,2023-02-25 18:54:00,,,,1,True,
859,678,Cancelled,F,2024-08-25 09:44:00,,,,2,True,
876,691,Cancelled,F,2023-05-10 07:32:00,,,,2,True,
889,697,Cancelled,F,2023-07-04 04:26:00,,,,1,True,
914,714,Cancelled,F,2022-01-14 08:10:00,,,,1,True,
925,722,Cancelled,F,2025-05-18 07:52:00,,,,1,True,
931,725,Cancelled,F,2025-05-01 00:46:00,,,,1,True,
932,725,Cancelled,F,2025-05-09 00:46:00,,,,1,True,
954,747,Cancelled,F,2021-02-18 05:12:00,,,,2,True,
958,750,Cancelled,F,2023-08-26 08:25:00,,,,1,True,
963,755,Cancelled,F,2022-03-03 10:50:00,,,,1,True,
971,764,Cancelled,F,2025-05-01 10:03:00,,,,1,True,
972,764,Cancelled,F,2025-03-13 10:03:00,,,,1,True,
975,766,Cancelled,F,2025-05-01 02:50:00,,,,1,True,
984,775,Cancelled,F,2025-01-17 18:19:00,,,,2,True,
992,780,Cancelled,F,2023-01-03 11:07:00,,,,4,True,
994,782,Cancelled,F,2019-10-03 10:23:00,,,,1,True,
1052,830,Cancelled,F,2024-03-27 08:07:00,,,,2,True,
1067,840,Cancelled,F,2024-02-10 17:25:00,,,,2,True,
1073,843,Cancelled,F,2024-03-27 00:22:00,,,,3,True,
1084,855,Cancelled,F,2023-11-19 17:39:00,,,,1,True,
1091,858,Cancelled,F,2023-07-23 00:52:00,,,,1,True,
1107,874,Cancelled,F,2025-01-16 05:12:00,,,,1,True,
1163,917,Cancelled,F,2023-12-20 03:12:00,,,,1,True,
1178,933,Cancelled,F,2023-07-14 04:52:00,,,,1,True,
1189,939,Cancelled,F,2024-02-04 17:44:00,,,,1,True,
1193,942,Cancelled,F,2023-12-31 06:41:00,,,,1,True,
1194,942,Cancelled,F,2024-08-22 06:41:00,,,,1,True,
1211,955,Cancelled,F,2025-02-04 02:03:00,,,,1,True,
1232,974,Cancelled,F,2023-05-14 05:40:00,,,,1,True,
1248,990,Cancelled,F,2024-05-04 13:21:00,,,,4,True,
1258,1000,Cancelled,F,2024-09-28 00:11:00,,,,1,True,
1268,1006,Cancelled,F,2024-04-04 00:39:00,,,,1,True,
1280,1015,Cancelled,F,2024-09-25 00:12:00,,,,4,True,
1284,1020,Cancelled,F,2024-08-28 00:31:00,,,,1,True,
1293,1024,Cancelled,F,2025-04-17 03:59:00,,,,1,True,
1306,1034,Cancelled,F,2024-06-03 17:38:00,,,,1,True,
1314,1043,Cancelled,F,2024-04-16 17:39:00,,,,2,True,
1320,1047,Cancelled,F,2025-01-26 01:32:00,,,,2,True,
1329,1056,Cancelled,F,2024-02-04 05:52:00,,,,1,True,
1336,1062,Cancelled,F,2025-03-14 00:20:00,,,,1,True,
1344,1069,Cancelled,F,2021-03-24 08:59:00,,,,4,True,
1354,1075,Cancelled,F,2025-01-26 06:45:00,,,,2,True,
1386,1099,Cancelled,F,2021-06-22 16:11:00,,,,1,True,
1423,1137,Cancelled,F,2025-01-06 08:46:00,,,,3,True,
1478,1177,Cancelled,F,2023-07-31 15:58:00,,,,1,True,
1491,1192,Cancelled,F,2024-10-10 03:17:00,,,,1,True,
1497,1198,Cancelled,F,2024-06-26 08:30:00,,,,2,True,
1510,1210,Cancelled,F,2024-07-07 14:16:00,,,,2,True,
1511,1210,Cancelled,F,2025-02-12 14:16:00,,,,1,True,
1530,1224,Cancelled,F,2023-09-21 01:04:00,,,,1,True,
1541,1229,Cancelled,F,2024-01-09 04:14:00,,,,1,True,
1542,1230,Cancelled,F,2025-02-14 11:38:00,,,,2,True,
1577,1264,Cancelled,F,2024-11-01 04:35:00,,,,2,True,
1578,1265,Cancelled,F,2023-07-14 16:58:00,,,,1,True,
1593,1281,Cancelled,F,2021-10-07 10:41:00,,,,2,True,
1594,1282,Cancelled,F,2022-10-23 07:37:00,,,,1,True,
1608,1292,Cancelled,F,2023-03-23 06:28:00,,,,1,True,
1614,1298,Cancelled,F,2024-12-11 14:57:00,,,,3,True,
1626,1310,Cancelled,F,2024-03-04 02:09:00,,,,1,True,
1635,1320,Cancelled,F,2024-10-22 06:58:00,,,,1,True,
1656,1336,Cancelled,F,2025-02-18 01:59:00,,,,1,True,
1660,1339,Cancelled,F,2024-03-07 18:09:00,,,,1,True,
1673,1349,Cancelled,F,2025-05-04 11:07:00,,,,1,True,
1676,1349,Cancelled,F,2025-04-30 11:07:00,,,,1,True,
1677,1352,Cancelled,F,2024-03-02 18:31:00,,,,1,True,
1682,1358,Cancelled,F,2023-12-12 01:50:00,,,,1,True,
1698,1372,Cancelled,F,2025-03-30 03:22:00,,,,1,True,
1710,1381,Cancelled,F,2025-02-07 06:00:00,,,,1,True,
1712,1382,Cancelled,F,2024-04-07 03:39:00,,,,1,True,
1732,1393,Cancelled,F,2024-05-02 06:25:00,,,,1,True,
1736,1397,Cancelled,F,2024-06-05 04:12:00,,,,2,True,
1745,1404,Cancelled,F,2024-12-30 15:18:00,,,,1,True,
1772,1431,Cancelled,F,2022-11-15 04:20:00,,,,1,True,
1773,1431,Cancelled,F,2022-08-29 04:20:00,,,,1,True,
1775,1433,Cancelled,F,2021-09-23 11:21:00,,,,1,True,
1780,1437,Cancelled,F,2020-07-28 01:55:00,,,,1,True,
1812,1459,Cancelled,F,2022-01-21 14:04:00,,,,2,True,
1826,1472,Cancelled,F,2025-03-11 03:20:00,,,,2,True,
1842,1480,Cancelled,F,2023-08-11 01:44:00,,,,1,True,
1860,1501,Cancelled,F,2023-12-25 17:48:00,,,,1,True,
1887,1527,Cancelled,F,2023-12-12 03:01:00,,,,1,True,
1905,1540,Cancelled,F,2019-12-15 14:02:00,,,,1,True,
1965,1594,Cancelled,F,2025-04-23 01:35:00,,,,1,True,
1972,1599,Cancelled,F,2025-02-26 03:28:00,,,,1,True,
1977,1604,Cancelled,F,2025-04-23 02:54:00,,,,2,True,
1982,1606,Cancelled,F,2024-10-23 07:25:00,,,,3,True,
1992,1612,Cancelled,F,2022-08-29 16:02:00,,,,2,True,
2074,1687,Cancelled,F,2023-03-15 14:24:00,,,,1,True,
2139,1733,Cancelled,F,2024-12-18 09:36:00,,,,2,True,
2145,1737,Cancelled,F,2021-08-17 12:30:00,,,,1,True,
2157,1744,Cancelled,F,2024-07-22 09:19:00,,,,2,True,
2174,1766,Cancelled,F,2022-08-05 00:23:00,,,,2,True,
2189,1780,Cancelled,F,2025-03-31 15:03:00,,,,1,True,
2191,1780,Cancelled,F,2023-11-11 15:03:00,,,,1,True,
2192,1781,Cancelled,F,2023-06-17 06:53:00,,,,4,True,
2200,1791,Cancelled,F,2024-01-16 07:04:00,,,,1,True,
2219,1805,Cancelled,F,2022-07-30 15:13:00,,,,1,True,
2225,1811,Cancelled,F,2024-04-19 03:52:00,,,,1,True,
2229,1815,Cancelled,F,2023-03-02 02:28:00,,,,2,True,
2240,1823,Cancelled,F,2025-03-27 01:32:00,,,,1,True,
2248,1829,Cancelled,F,2024-11-13 12:19:00,,,,1,True,
2271,1848,Cancelled,F,2020-12-17 00:18:00,,,,1,True,
2272,1848,Cancelled,F,2020-12-20 00:18:00,,,,1,True,
2273,1849,Cancelled,F,2023-12-23 06:24:00,,,,2,True,
2280,1855,Cancelled,F,2024-04-28 15:33:00,,,,1,True,
2298,1870,Cancelled,F,2024-03-08 03:00:00,,,,1,True,
2313,1882,Cancelled,F,2025-01-07 16:09:00,,,,1,True,
2319,1887,Cancelled,F,2023-11-14 17:51:00,,,,2,True,
2333,1900,Cancelled,F,2025-04-07 15:47:00,,,,1,True,
2344,1907,Cancelled,F,2023-06-18 18:01:00,,,,1,True,
2367,1923,Cancelled,F,2022-03-29 14:45:00,,,,4,True,
2406,1959,Cancelled,F,2021-03-24 17:31:00,,,,2,True,
2409,1964,Cancelled,F,2025-05-05 00:02:00,,,,1,True,
2419,1972,Cancelled,F,2023-05-12 08:06:00,,,,1,True,
2422,1972,Cancelled,F,2024-09-16 08:06:00,,,,1,True,
2426,1974,Cancelled,F,2025-03-18 17:08:00,,,,2,True,
2451,1993,Cancelled,F,2019-08-05 04:48:00,,,,1,True,
2468,2010,Cancelled,F,2024-08-24 06:47:00,,,,1,True,
2512,2047,Cancelled,F,2024-06-12 01:35:00,,,,1,True,
2516,2050,Cancelled,F,2025-05-20 05:47:00,,,,2,True,
2517,2050,Cancelled,F,2023-11-24 05:47:00,,,,1,True,
2547,2070,Cancelled,F,2024-05-04 09:29:00,,,,1,True,
2554,2079,Cancelled,F,2024-05-25 11:07:00,,,,1,True,
2564,2084,Cancelled,F,2024-07-27 17:25:00,,,,1,True,
2570,2089,Cancelled,F,2022-03-02 18:06:00,,,,2,True,
2610,2120,Cancelled,F,2023-01-02 09:28:00,,,,1,True,
2611,2120,Cancelled,F,2024-07-10 09:28:00,,,,1,True,
2616,2125,Cancelled,F,2021-10-06 09:24:00,,,,1,True,
2624,2130,Cancelled,F,2024-04-13 14:11:00,,,,2,True,
2704,2186,Cancelled,F,2022-12-01 12:50:00,,,,1,True,
2713,2193,Cancelled,F,2024-11-09 07:10:00,,,,1,True,
2743,2218,Cancelled,F,2021-02-10 05:21:00,,,,1,True,
2744,2219,Cancelled,F,2020-06-21 08:33:00,,,,1,True,
2748,2222,Cancelled,F,2022-09-20 15:29:00,,,,1,True,
2752,2225,Cancelled,F,2024-09-12 13:23:00,,,,1,True,
2762,2232,Cancelled,F,2023-04-10 12:40:00,,,,1,True,
2763,2233,Cancelled,F,2024-02-29 04:44:00,,,,1,True,
2790,2251,Cancelled,F,2022-10-23 12:03:00,,,,1,True,
2825,2276,Cancelled,F,2021-10-13 12:07:00,,,,2,True,
2829,2278,Cancelled,F,2021-09-15 06:52:00,,,,1,True,
2834,2283,Cancelled,F,2023-09-30 09:47:00,,,,1,True,
2835,2284,Cancelled,F,2024-06-15 06:33:00,,,,2,True,
2836,2285,Cancelled,F,2024-06-08 02:19:00,,,,4,True,
2850,2299,Cancelled,F,2025-02-08 02:08:00,,,,1,True,
2855,2302,Cancelled,F,2023-04-25 14:28:00,,,,1,True,
2866,2308,Cancelled,F,2024-02-01 14:48:00,,,,1,True,
2898,2324,Cancelled,F,2023-03-10 15:56:00,,,,1,True,
2914,2333,Cancelled,F,2024-01-15 12:13:00,,,,2,True,
2924,2342,Cancelled,F,2024-06-24 16:31:00,,,,1,True,
2925,2344,Cancelled,F,2021-12-07 03:29:00,,,,1,True,
2938,2353,Cancelled,F,2023-08-13 01:12:00,,,,1,True,
2939,2353,Cancelled,F,2024-08-03 01:12:00,,,,1,True,
2946,2358,Cancelled,F,2025-05-15 07:24:00,,,,2,True,
2969,2373,Cancelled,F,2025-01-22 18:53:00,,,,1,True,
2987,2389,Cancelled,F,2024-07-30 15:14:00,,,,2,True,
2993,2395,Cancelled,F,,,,,1,True,
3008,2403,Cancelled,F,2021-01-19 01:46:00,,,,2,True,
3031,2417,Cancelled,F,2025-01-08 04:49:00,,,,2,True,
3038,2424,Cancelled,F,2025-02-16 04:45:00,,,,1,True,
3042,2425,Cancelled,F,2024-09-23 11:44:00,,,,1,True,
3098,2471,Cancelled,F,2024-11-11 04:34:00,,,,2,True,
3120,2489,Cancelled,F,2024-07-12 16:40:00,,,,4,True,
3148,2504,Cancelled,F,2022-12-09 15:57:00,,,,1,True,
3149,2504,Cancelled,F,2021-05-17 15:57:00,,,,2,True,
3157,2510,Cancelled,F,2025-01-29 12:22:00,,,,1,True,
3158,2512,Cancelled,F,2024-08-03 00:28:00,,,,2,True,
3161,2517,Cancelled,F,2024-10-09 15:27:00,,,,1,True,
3180,2532,Cancelled,F,2024-04-23 08:11:00,,,,2,True,
3188,2540,Cancelled,F,2023-07-11 13:25:00,,,,1,True,
3194,2543,Cancelled,F,2024-06-10 16:05:00,,,,2,True,
3206,2552,Cancelled,F,2024-09-28 17:22:00,,,,2,True,
3225,2569,Cancelled,F,2024-11-19 03:12:00,,,,2,True,
3228,2569,Cancelled,F,2022-11-06 03:12:00,,,,1,True,
3241,2581,Cancelled,F,2024-08-10 00:22:00,,,,1,True,
3255,2594,Cancelled,F,2023-12-15 12:15:00,,,,1,True,
3288,2624,Cancelled,F,2021-06-08 10:18:00,,,,1,True,
3302,2639,Cancelled,F,2023-09-05 10:27:00,,,,1,True,
3321,2655,Cancelled,F,2024-11-25 11:50:00,,,,1,True,
3326,2661,Cancelled,F,2024-04-17 01:23:00,,,,2,True,
3341,2678,Cancelled,F,2024-11-20 18:21:00,,,,1,True,
3346,2681,Cancelled,F,2024-09-15 04:43:00,,,,1,True,
3348,2683,Cancelled,F,2023-07-02 06:47:00,,,,4,True,
3356,2691,Cancelled,F,2025-04-18 10:06:00,,,,2,True,
3363,2694,Cancelled,F,2024-12-14 17:46:00,,,,1,True,
3383,2712,Cancelled,F,2023-05-03 15:08:00,,,,1,True,
3419,2741,Cancelled,F,2023-04-22 12:53:00,,,,1,True,
3420,2741,Cancelled,F,2023-08-20 12:53:00,,,,1,True,
3456,2765,Cancelled,F,,,,,4,True,
3459,2767,Cancelled,F,2023-05-31 00:57:00,,,,1,True,
3467,2772,Cancelled,F,2020-08-17 09:53:00,,,,1,True,
3480,2783,Cancelled,F,2025-05-19 11:51:00,,,,1,True,
3481,2784,Cancelled,F,2024-04-23 18:41:00,,,,1,True,
3493,2798,Cancelled,F,2024-05-17 14:10:00,,,,1,True,
3523,2825,Cancelled,F,2025-04-23 11:36:00,,,,1,True,
3525,2826,Cancelled,F,2024-12-16 05:27:00,,,,1,True,
3527,2826,Cancelled,F,2025-04-24 05:27:00,,,,2,True,
3533,2830,Cancelled,F,2024-04-02 09:25:00,,,,1,True,
3537,2834,Cancelled,F,,,,,2,True,
3538,2836,Cancelled,F,2024-09-04 05:46:00,,,,1,True,
3555,2845,Cancelled,F,2025-02-06 15:52:00,,,,1,True,
3606,2887,Cancelled,F,2025-03-12 16:11:00,,,,1,True,
3607,2888,Cancelled,F,2024-11-18 18:45:00,,,,1,True,
3611,2890,Cancelled,F,2024-04-13 11:13:00,,,,1,True,
3612,2890,Cancelled,F,2024-08-12 11:13:00,,,,1,True,
3619,2897,Cancelled,F,2025-05-06 07:07:00,,,,4,True,
3631,2907,Cancelled,F,2022-04-28 05:45:00,,,,1,True,
3703,2965,Cancelled,F,2025-01-08 10:36:00,,,,2,True,
3710,2974,Cancelled,F,2023-06-25 10:33:00,,,,1,True,
3712,2974,Cancelled,F,2023-12-18 10:33:00,,,,3,True,
3717,2982,Cancelled,F,2020-05-19 11:16:00,,,,4,True,
3727,2995,Cancelled,F,2022-02-17 10:35:00,,,,2,True,
3735,3000,Cancelled,F,2021-05-14 15:33:00,,,,1,True,
3739,3003,Cancelled,F,2023-01-12 02:53:00,,,,1,True,
3751,3012,Cancelled,F,2023-05-15 14:23:00,,,,1,True,
3752,3012,Cancelled,F,2024-06-12 14:23:00,,,,1,True,
3763,3018,Cancelled,F,2023-01-07 13:10:00,,,,2,True,
3768,3023,Cancelled,F,2024-06-21 01:57:00,,,,1,True,
3786,3037,Cancelled,F,2025-03-23 04:59:00,,,,1,True,
3789,3039,Cancelled,F,2024-02-21 14:57:00,,,,1,True,
3805,3052,Cancelled,F,2025-02-04 14:12:00,,,,2,True,
3822,3065,Cancelled,F,2025-05-14 06:07:00,,,,2,True,
3838,3081,Cancelled,F,2023-05-27 01:53:00,,,,1,True,
3854,3096,Cancelled,F,2024-05-23 08:18:00,,,,2,True,
3891,3126,Cancelled,F,2024-12-27 07:38:00,,,,1,True,
3894,3127,Cancelled,F,2024-02-25 03:07:00,,,,1,True,
3900,3133,Cancelled,F,2024-07-28 14:52:00,,,,1,True,
3902,3134,Cancelled,F,2023-07-16 02:28:00,,,,1,True,
3916,3145,Cancelled,F,2021-11-19 13:52:00,,,,2,True,
3940,3168,Cancelled,F,2025-04-17 17:22:00,,,,1,True,
3946,3172,Cancelled,F,2025-01-06 14:11:00,,,,3,True,
3960,3184,Cancelled,F,2024-04-28 11:23:00,,,,1,True,
3985,3202,Cancelled,F,2024-06-15 00:05:00,,,,1,True,
3992,3204,Cancelled,F,2024-08-18 16:48:00,,,,1,True,
4006,3214,Cancelled,F,2025-02-10 15:52:00,,,,2,True,
4033,3235,Cancelled,F,2025-01-28 00:25:00,,,,1,True,
4056,3254,Cancelled,F,2024-06-24 08:23:00,,,,2,True,
4069,3265,Cancelled,F,2025-05-14 10:59:00,,,,1,True,
4070,3265,Cancelled,F,2025-04-13 10:59:00,,,,1,True,
4076,3269,Cancelled,F,2025-05-23 08:34:00,,,,4,True,
4088,3278,Cancelled,F,2025-04-23 18:21:00,,,,3,True,
4120,3306,Cancelled,F,2024-12-01 10:12:00,,,,1,True,
4122,3307,Cancelled,F,2021-11-08 05:32:00,,,,2,True,
4174,3346,Cancelled,F,2025-04-29 05:18:00,,,,1,True,
4179,3349,Cancelled,F,2021-01-30 10:16:00,,,,1,True,
4212,3380,Cancelled,F,2025-05-24 08:00:00,,,,1,True,
4247,3410,Cancelled,F,2023-08-18 10:18:00,,,,2,True,
4253,3416,Cancelled,F,2024-07-26 14:58:00,,,,2,True,
4264,3423,Cancelled,F,2021-03-21 05:04:00,,,,2,True,
4268,3425,Cancelled,F,2023-07-16 12:24:00,,,,1,True,
4280,3437,Cancelled,F,2024-10-13 17:23:00,,,,1,True,
4287,3440,Cancelled,F,2025-02-02 03:39:00,,,,1,True,
4354,3487,Cancelled,F,2024-08-27 07:48:00,,,,1,True,
4378,3509,Cancelled,F,2025-05-10 16:44:00,,,,2,True,
4379,3509,Cancelled,F,2025-05-12 16:44:00,,,,1,True,
4381,3512,Cancelled,F,2025-01-03 10:15:00,,,,3,True,
4389,3520,Cancelled,F,2024-09-18 17:50:00,,,,1,True,
4406,3531,Cancelled,F,2025-04-02 03:14:00,,,,1,True,
4417,3538,Cancelled,F,2024-06-27 09:35:00,,,,1,True,
4422,3542,Cancelled,F,2024-12-04 03:27:00,,,,1,True,
4426,3547,Cancelled,F,2023-03-24 00:37:00,,,,2,True,
4431,3552,Cancelled,F,2020-10-15 04:11:00,,,,1,True,
4439,3557,Cancelled,F,2022-01-05 10:44:00,,,,1,True,
4450,3567,Cancelled,F,2023-02-16 00:29:00,,,,1,True,
4455,3575,Cancelled,F,2024-07-28 15:41:00,,,,2,True,
4457,3577,Cancelled,F,2025-05-07 16:33:00,,,,1,True,
4473,3594,Cancelled,F,2024-01-12 08:16:00,,,,2,True,
4474,3595,Cancelled,F,2022-11-23 00:26:00,,,,1,True,
4487,3601,Cancelled,F,2021-02-08 10:12:00,,,,1,True,
4492,3604,Cancelled,F,2022-07-29 05:39:00,,,,4,True,
4494,3604,Cancelled,F,2024-10-05 05:39:00,,,,1,True,
4498,3607,Cancelled,F,2025-01-24 17:19:00,,,,1,True,
4525,3633,Cancelled,F,2021-10-21 09:09:00,,,,1,True,
4535,3642,Cancelled,F,2025-01-18 12:12:00,,,,1,True,
4536,3643,Cancelled,F,2024-11-24 14:32:00,,,,1,True,
4537,3644,Cancelled,F,2023-09-17 14:33:00,,,,2,True,
4570,3671,Cancelled,F,2024-06-06 03:12:00,,,,1,True,
4587,3685,Cancelled,F,2021-04-25 08:16:00,,,,2,True,
4614,3707,Cancelled,F,2023-05-28 04:42:00,,,,2,True,
4624,3716,Cancelled,F,2020-12-06 17:39:00,,,,3,True,
4634,3726,Cancelled,F,2024-05-22 07:34:00,,,,2,True,
4635,3726,Cancelled,F,2025-03-13 07:34:00,,,,1,True,
4651,3738,Cancelled,F,2023-04-06 14:45:00,,,,3,True,
4677,3760,Cancelled,F,2024-10-07 02:43:00,,,,1,True,
4682,3764,Cancelled,F,2024-06-19 00:45:00,,,,1,True,
4687,3769,Cancelled,F,2025-05-17 08:22:00,,,,1,True,
4695,3774,Cancelled,F,2024-06-20 09:10:00,,,,1,True,
4714,3792,Cancelled,F,2021-11-18 01:59:00,,,,1,True,
4746,3816,Cancelled,F,2024-09-29 15:57:00,,,,1,True,
4753,3821,Cancelled,F,2024-10-15 18:17:00,,,,2,True,
4768,3835,Cancelled,F,2023-07-11 17:36:00,,,,1,True,
4779,3847,Cancelled,F,2024-10-14 03:24:00,,,,1,True,
4843,3904,Cancelled,F,2021-11-21 06:27:00,,,,1,True,
4851,3911,Cancelled,F,2022-05-11 14:23:00,,,,2,True,
4853,3913,Cancelled,F,2025-05-25 02:09:00,,,,1,True,
4864,3921,Cancelled,F,2024-05-22 09:27:00,,,,2,True,
4884,3940,Cancelled,F,2024-10-03 00:49:00,,,,2,True,
4888,3943,Cancelled,F,2025-01-26 08:24:00,,,,1,True,
4904,3953,Cancelled,F,2019-07-29 15:37:00,,,,1,True,
4911,3959,Cancelled,F,2025-03-25 02:30:00,,,,1,True,
4926,3971,Cancelled,F,2024-12-02 03:48:00,,,,1,True,
4941,3981,Cancelled,F,2024-01-11 00:19:00,,,,2,True,
4952,3998,Cancelled,F,2022-06-16 04:26:00,,,,1,True,
5003,4043,Cancelled,F,2020-12-19 00:42:00,,,,2,True,
5005,4044,Cancelled,F,2020-08-06 03:42:00,,,,1,True,
5013,4055,Cancelled,F,2023-01-09 01:13:00,,,,1,True,
5038,4073,Cancelled,F,2024-08-19 09:46:00,,,,2,True,
5040,4073,Cancelled,F,2023-06-25 09:46:00,,,,1,True,
5057,4093,Cancelled,F,2023-04-10 14:16:00,,,,1,True,
5088,4113,Cancelled,F,2025-05-15 08:16:00,,,,2,True,
5094,4120,Cancelled,F,2025-03-14 12:20:00,,,,2,True,
5095,4122,Cancelled,F,2024-09-29 14:33:00,,,,1,True,
5105,4132,Cancelled,F,2022-01-31 03:33:00,,,,1,True,
5106,4132,Cancelled,F,2020-04-08 03:33:00,,,,1,True,
5116,4138,Cancelled,F,2024-10-13 17:05:00,,,,1,True,
5117,4139,Cancelled,F,2025-04-18 07:56:00,,,,1,True,
5163,4175,Cancelled,F,2023-04-24 02:25:00,,,,2,True,
5188,4193,Cancelled,F,2025-04-27 09:49:00,,,,3,True,
5189,4194,Cancelled,F,2024-02-05 18:01:00,,,,4,True,
5190,4194,Cancelled,F,2024-12-31 18:01:00,,,,1,True,
5193,4197,Cancelled,F,2021-02-18 02:35:00,,,,1,True,
5203,4205,Cancelled,F,2022-11-24 01:40:00,,,,4,True,
5221,4222,Cancelled,F,2023-06-29 16:46:00,,,,1,True,
5223,4225,Cancelled,F,2021-04-20 14:43:00,,,,1,True,
5228,4228,Cancelled,F,2021-02-09 01:49:00,,,,1,True,
5237,4232,Cancelled,F,2022-05-29 13:02:00,,,,2,True,
5245,4240,Cancelled,F,2025-05-22 15:04:00,,,,2,True,
5277,4261,Cancelled,F,2025-05-24 10:38:00,,,,1,True,
5278,4261,Cancelled,F,2024-11-11 10:38:00,,,,2,True,
5284,4266,Cancelled,F,2025-05-11 16:31:00,,,,1,True,
5300,4278,Cancelled,F,2024-03-16 16:44:00,,,,1,True,
5317,4289,Cancelled,F,2023-06-13 11:06:00,,,,1,True,
5319,4292,Cancelled,F,2023-07-29 05:45:00,,,,2,True,
